user_id,role_id
MF694,S4_MM_INVENTORY
MF694,S4_MM_HANDLER
MF695,S4_MM_HANDLER
MF696,S4_MM_INVENTORY
MF696,S4_MM_HANDLER
MF697,S4_MM_WAREHOUSE
MF698,S4_MM_HANDLER
MF699,S4_MM_WAREHOUSE
MF699,S4_MM_INVENTORY
MF700,S4_MM_WAREHOUSE
MF701,S4_MM_HANDLER
MF702,S4_MM_INVENTORY
MF702,S4_MM_HANDLER
MF703,S4_MM_HANDLER
MF704,S4_SD_SHIPPING
MF704,S4_MM_HANDLER
MF705,S4_MM_HANDLER
MF706,S4_MM_INVENTORY
MF706,S4_MM_HANDLER
MF707,S4_MM_HANDLER
MF708,S4_MM_INVENTORY
MF708,S4_MM_HANDLER
MF709,S4_MM_WAREHOUSE
MF710,S4_MM_HANDLER
MF711,S4_PP_PLANNER
MF712,S4_PP_PLANNER
MF713,S4_PP_PLANNER
MF714,S4_PP_PLANNER
MF715,S4_PP_PLANNER
MF716,S4_PP_PLANNER
MF717,S4_PP_PLANNER
MF718,S4_PP_PLANNER
MF719,S4_PP_SUPERVISOR
MF719,S4_PP_PLANNER
MF720,S4_PP_PLANNER
MF721,S4_PP_PLANNER
MF722,S4_PP_PLANNER
MF723,S4_PP_PLANNER
MF724,S4_PP_PLANNER
MF725,S4_PP_PLANNER
MF726,S4_PP_PLANNER
MF727,S4_PP_PLANNER
MF728,S4_PP_PLANNER
MF729,S4_PP_PLANNER
MF730,S4_PP_PLANNER
MF731,S4_PP_SUPERVISOR
MF731,S4_PP_PLANNER
MF732,S4_PP_PLANNER
MF733,S4_PP_PLANNER
MF734,S4_PP_PLANNER
MF735,S4_PP_PLANNER
MF736,S4_PP_PLANNER
MF737,S4_PP_PLANNER
MF738,S4_PP_PLANNER
MF739,S4_PP_PLANNER
MF740,S4_PP_PLANNER
MF741,S4_PP_PLANNER
MF742,S4_PP_PLANNER
MF743,S4_PP_SUPERVISOR
MF743,S4_PP_PLANNER
MF744,S4_PP_PLANNER
MF745,S4_PP_PLANNER
MF746,S4_PP_PLANNER
MF747,S4_PP_PLANNER
MF748,S4_PP_PLANNER
MF749,S4_PP_PLANNER
MF750,S4_PP_PLANNER
MF751,S4_PP_PLANNER
MF752,S4_PP_PLANNER
MF753,S4_PP_PLANNER
MF754,S4_PP_PLANNER
MF755,S4_PP_SUPERVISOR
MF755,S4_PP_PLANNER
MF756,S4_PP_PLANNER
MF757,S4_PP_PLANNER
MF758,S4_PP_PLANNER
MF759,S4_PP_PLANNER
MF760,S4_PP_PLANNER
MF761,S4_PP_PLANNER
MF762,S4_PP_PLANNER
MF763,S4_PP_PLANNER
MF764,S4_PP_PLANNER
MF765,S4_PP_PLANNER
MF766,S4_PP_PLANNER
MF767,S4_PP_SUPERVISOR
MF767,S4_PP_PLANNER
MF768,S4_PP_PLANNER
MF769,S4_PP_PLANNER
MF770,S4_PP_PLANNER
MF771,S4_PP_PLANNER
MF772,S4_PP_PLANNER
MF773,S4_PP_PLANNER
MF774,S4_PP_PLANNER
MF775,S4_PP_PLANNER
MF776,S4_PP_PLANNER
MF777,S4_PP_PLANNER
MF778,S4_PP_PLANNER
MF779,S4_PP_SUPERVISOR
MF779,S4_PP_PLANNER
MF780,S4_PP_PLANNER
MF781,S4_EHS_SPECIALIST
MF781,S4_QM_AUDITOR
MF782,S4_EHS_SPECIALIST
MF783,S4_EHS_SPECIALIST
MF784,S4_EHS_SPECIALIST
MF785,S4_EHS_SPECIALIST
MF786,S4_EHS_SPECIALIST
MF787,S4_EHS_SPECIALIST
MF788,S4_EHS_SPECIALIST
MF788,S4_QM_AUDITOR
MF789,S4_EHS_SPECIALIST
MF790,S4_EHS_SPECIALIST
MF791,S4_EHS_SPECIALIST
MF791,S4_QM_AUDITOR
MF792,S4_EHS_SPECIALIST
MF793,S4_EHS_SPECIALIST
MF794,S4_EHS_SPECIALIST
MF795,S4_EHS_SPECIALIST
MF796,S4_EHS_SPECIALIST
MF797,S4_EHS_SPECIALIST
MF798,S4_EHS_SPECIALIST
MF798,S4_QM_AUDITOR
MF799,S4_EHS_SPECIALIST
MF800,S4_EHS_SPECIALIST
MF801,S4_EHS_SPECIALIST
MF801,S4_QM_AUDITOR
MF802,S4_EHS_SPECIALIST
MF803,S4_EHS_SPECIALIST
MF804,S4_EHS_SPECIALIST
MF805,S4_EHS_SPECIALIST
MF806,S4_EHS_SPECIALIST
MF807,S4_EHS_SPECIALIST
MF808,S4_EHS_SPECIALIST
MF808,S4_QM_AUDITOR
MF809,S4_EHS_SPECIALIST
MF810,S4_EHS_SPECIALIST
MF811,S4_EHS_SPECIALIST
MF811,S4_QM_AUDITOR
MF812,S4_EHS_SPECIALIST
MF813,S4_EHS_SPECIALIST
MF814,S4_EHS_SPECIALIST
MF815,S4_EHS_SPECIALIST
MF816,S4_EHS_SPECIALIST
MF817,S4_EHS_SPECIALIST
MF818,S4_EHS_SPECIALIST
MF818,S4_QM_AUDITOR
MF819,S4_EHS_SPECIALIST
MF820,S4_EHS_SPECIALIST
MF821,S4_EHS_SPECIALIST
MF821,S4_QM_AUDITOR
MF822,S4_EHS_SPECIALIST
MF823,S4_EHS_SPECIALIST
MF824,S4_EHS_SPECIALIST
MF825,S4_EHS_SPECIALIST
MF828,S4_FI_AP
MF840,S4_FI_AP
MF852,S4_FI_AP
MF864,S4_FI_AP
MF876,S4_FI_AP
MF881,S4_FI_GL
MF881,S4_FI_COST
MF882,S4_FI_COST
MF883,S4_FI_AP
MF884,S4_FI_GL
MF885,S4_FI_GL
MF886,S4_FI_GL
MF887,S4_FI_GL
MF887,S4_FI_COST
MF888,S4_FI_COST
MF889,S4_FI_GL
MF890,S4_FI_GL
MF891,S4_FI_GL
MF891,S4_FI_COST
MF892,S4_FI_GL
MF893,S4_FI_GL
MF893,S4_FI_COST
MF894,S4_FI_COST
MF895,S4_FI_AP
MF896,S4_FI_GL
MF897,S4_FI_GL
MF898,S4_FI_GL
MF899,S4_FI_GL
MF899,S4_FI_COST
MF900,S4_FI_COST
MF901,S4_FI_GL
MF902,S4_FI_GL
MF903,S4_FI_GL
MF903,S4_FI_COST
MF904,S4_FI_GL
MF905,S4_FI_GL
MF905,S4_FI_COST
MF906,S4_FI_COST
MF907,S4_FI_AP
MF908,S4_FI_GL
MF909,S4_FI_GL
MF910,S4_FI_GL
MF911,S4_FI_GL
MF911,S4_FI_COST
MF912,S4_FI_COST
MF913,S4_FI_GL
MF914,S4_FI_GL
MF915,S4_FI_GL
MF915,S4_FI_COST
MF916,S4_FI_GL
MF917,S4_FI_GL
MF917,S4_FI_COST
MF918,S4_FI_COST
MF919,S4_FI_AP
MF920,S4_FI_GL
MF921,S4_FI_GL
MF922,S4_FI_GL
MF923,S4_FI_GL
MF923,S4_FI_COST
MF924,S4_FI_COST
MF925,S4_FI_GL
MF926,S4_FI_GL
MF927,S4_FI_GL
MF927,S4_FI_COST
MF928,S4_FI_GL
MF929,S4_FI_GL
MF929,S4_FI_COST
MF930,S4_FI_COST
MF931,S4_FI_AP
MF932,S4_FI_GL
MF933,S4_FI_GL
MF934,S4_FI_GL
MF935,S4_FI_GL
MF935,S4_FI_COST
MF936,S4_FI_COST
MF937,S4_FI_GL
MF938,S4_FI_GL
MF939,S4_FI_GL
MF939,S4_FI_COST
MF940,S4_FI_GL
MF941,S4_FI_GL
MF941,S4_FI_COST
MF942,S4_FI_COST
MF943,S4_FI_AP
MF944,S4_FI_GL
MF945,S4_FI_GL
MF946,S4_FI_GL
MF947,S4_FI_GL
MF947,S4_FI_COST
MF948,S4_FI_COST
MF949,S4_FI_GL
MF950,S4_FI_GL
